text,service,label
"Halo, dewan direksi instansi kami sedang merencanakan transformasi digital besar-besaran untuk lima tahun ke depan dan instansi kami membutuhkan konsultan strategi IT yang berpengalaman dalam menangani perubahan budaya kerja dan teknologi.",IT Strategy Consulting,Corporate
Kami ingin dewan direksi saya sedang merencanakan transformasi digital besar-besaran buat lima tahun ke depan dan saya membutuhkan konsultan strategi IT yang berpengalaman dalam menangani perubahan budaya kerja dan teknologi.,IT Strategy Consulting,Corporate
Dewan direksi saya sedang merencanakan transformasi digital besar-besaran untuk lima tahun ke depan dan saya membutuhkan konsultan strategi IT yang berpengalaman dalam menangani perubahan budaya kerja dan teknologi.,IT Strategy Consulting,Corporate
Butuh bantuan untuk dewan direksi kami sedang merencanakan transformasi digital besar-besaran untuk lima tahun ke depan dan kami membutuhkan konsultan strategi IT yang berpengalaman dalam menangani perubahan budaya kerja dan teknologi.,IT Strategy Consulting,Corporate
Kami membutuhkan tim pengembang profesional untuk membangun platform procurement secara custom yang dapat menghubungkan ratusan vendor kami dalam satu sistem yang transparan dan akuntabel.,Custom Software Development,Corporate
Kami ingin instansi kami membutuhkan tim pengembang profesional untuk membangun platform procurement secara custom yang dapat menghubungkan ratusan vendor instansi kami dalam satu sistem yang transparan dan akuntabel.,Custom Software Development,Corporate
Kami ingin saya membutuhkan tim pengembang profesional utk membangun platform procurement secara custom yang dapat menghubungkan ratusan vendor saya dalam satu sistem yang transparan & akuntabel.,Custom Software Development,Corporate
Apakah bisa saya membutuhkan tim pengembang profesional untuk membangun platform procurement secara custom yang dapat menghubungkan ratusan vendor saya dalam satu sistem yang transparan dan akuntabel.,Custom Software Development,Corporate
saya membutuhkan tim pengembang profesional untuk membangun platform procurement secara custom yang dapat menghubungkan ratusan vendor saya dalam satu sistem yang transparan dan akuntabel.,Custom Software Development,Corporate
Instansi keuangan kami mendeteksi adanya aktivitas mencurigakan pada jaringan internal dan kami membutuhkan penanganan incident response segera serta penguatan perimeter keamanan siber secepat mungkin.,Cybersecurity Audit,Corporate
Instansi keuangan kita mendeteksi adanya aktivitas mencurigakan pada jaringan internal dan kita membutuhkan penanganan incident response secepatnya serta penguatan perimeter keamanan siber secepat mungkin.,Cybersecurity Audit,Corporate
Instansi keuangan perusahaan kami mendeteksi adanya aktivitas mencurigakan pada jaringan internal dan perusahaan kami membutuhkan penanganan incident response urgent serta penguatan perimeter keamanan siber secepat mungkin.,Cybersecurity Audit,Corporate
Instansi keuangan kita mendeteksi adanya aktivitas mencurigakan pada jaringan internal dan kita membutuhkan penanganan incident response urgent serta penguatan perimeter keamanan siber secepat mungkin.,Cybersecurity Audit,Corporate
Instansi keuangan kami mendeteksi adanya aktivitas mencurigakan pada jaringan internal dan kami membutuhkan penanganan incident response asap serta penguatan perimeter keamanan siber secepat mungkin.,Cybersecurity Audit,Corporate
Perusahaan logistik kami sedang bertumbuh pesat dan membutuhkan arsitektur cloud yang scalable untuk menangani lonjakan data pelacakan pengiriman barang yang mencapai jutaan transaksi per hari.,Cloud Infrastructure & Migration,Corporate
bisnis logistik instansi kami sedang bertumbuh pesat dn membutuhkan arsitektur cloud yang scalable untuk menangani lonjakan data pelacakan pengiriman barang yang mencapai jutaan transaksi per hari.,Cloud Infrastructure & Migration,Corporate
Kami ingin institusi logistik kita sedang bertumbuh pesat dan membutuhkan arsitektur cloud yang scalable untuk menangani lonjakan data pelacakan pengiriman barang yang mencapai jutaan transaksi per hari.,Cloud Infrastructure & Migration,Corporate
"Halo, bisnis logistik kita sedang bertumbuh pesat dan membutuhkan arsitektur cloud yang scalable untuk menangani lonjakan data pelacakan pengiriman barang yang mencapai jutaan transaksi per hari.",Cloud Infrastructure & Migration,Corporate
Kami ingin kantor logistik perusahaan kami sedang bertumbuh pesat dan membutuhkan arsitektur cloud yg scalable untuk menangani lonjakan data pelacakan pengiriman barang yg mencapai jutaan transaksi per hari.,Cloud Infrastructure & Migration,Corporate
Kami ingin mengembangkan sistem Human Capital Management yang disesuaikan dengan aturan ketenagakerjaan di Indonesia untuk mengelola ribuan karyawan kami yang tersebar di berbagai lokasi pabrik.,Custom Software Development,Corporate
Kami ingin instansi kami bermaksud mengembangkan sistem Human Capital Management yang disesuaikan pake aturan ketenagakerjaan di Indonesia untuk mengelola ribuan karyawan instansi kami yang tersebar di berbagai lokasi pabrik.,Custom Software Development,Corporate
Kami ingin instansi kami butuh mengembangkan sistem Human Capital Management yang disesuaikan dengan aturan ketenagakerjaan di Indonesia untuk mengelola ribuan karyawan instansi kami yang tersebar di berbagai lokasi pabrik.,Custom Software Development,Corporate
"Mohon info, perusahaan kami butuh mengembangkan sistem Human Capital Management yang disesuaikan dengan aturan ketenagakerjaan di Indonesia untuk mengelola ribuan karyawan perusahaan kami yang tersebar di berbagai lokasi pabrik.",Custom Software Development,Corporate
Apakah bisa instansi kami mau mengembangkan sistem Human Capital Management yang disesuaikan dengan aturan ketenagakerjaan di Indonesia untuk mengelola ribuan karyawan instansi kami yang tersebar di berbagai lokasi pabrik.,Custom Software Development,Corporate
Perusahaan asuransi kami membutuhkan evaluasi mendalam terhadap infrastruktur IT yang ada saat ini untuk mengidentifikasi celah efisiensi dan kerentanan keamanan sebelum melakukan ekspansi ke pasar regional.,IT Strategy Consulting,Corporate
"Halo, institusi asuransi kita membutuhkan evaluasi mendalam terhadap infrastruktur IT yang ada saat ini untuk mengidentifikasi celah efisiensi dan kerentanan keamanan sebelum melakukan ekspansi ke pasar regional.",IT Strategy Consulting,Corporate
"Halo, institusi asuransi instansi kami membutuhkan evaluasi mendalam terhadap infrastruktur IT yang ada saat ini untuk mengidentifikasi celah efisiensi dan kerentanan keamanan sebelum melakukan ekspansi ke pasar regional.",IT Strategy Consulting,Corporate
usaha asuransi perusahaan kami membutuhkan evaluasi mendalam terhadap infrastruktur IT yang ada saat ini untuk mengidentifikasi celah efisiensi dan kerentanan keamanan sebelum melakukan ekspansi ke pasar regional.,IT Strategy Consulting,Corporate
"Halo, usaha asuransi kita membutuhkan evaluasi mendalam terhadap infrastruktur IT yang ada saat ini untuk mengidentifikasi celah efisiensi dan kerentanan keamanan sebelum melakukan ekspansi ke pasar regional.",IT Strategy Consulting,Corporate
Kami membutuhkan solusi integrasi API antara sistem CRM lama kami dengan platform marketing automation baru untuk memastikan data calon pelanggan terdistribusi secara efisien tanpa ada yang terlewat.,Custom Software Development,Corporate
Butuh bantuan untuk instansi kami membutuhkan solusi integrasi API antara sistem CRM lama instansi kami dengan platform marketing automation baru untuk memastikan data calon pelanggan terdistribusi secara efisien tanpa ada yang terlewat.,Custom Software Development,Corporate
Butuh bantuan untuk perusahaan kami membutuhkan solusi integrasi API antara sistem CRM lama perusahaan kami dengan platform marketing automation baru utk memastikan data calon pelanggan terdistribusi secara efisien tanpa ada yang terlewat.,Custom Software Development,Corporate
Apakah bisa perusahaan kami membutuhkan solusi integrasi API antara sistem CRM lama perusahaan kami pake platform marketing automation baru untuk memastikan data calon pelanggan terdistribusi secara efisien tanpa ada yang terlewat.,Custom Software Development,Corporate
"Halo, instansi kami membutuhkan solusi integrasi API antara sistem CRM lama instansi kami dengan platform marketing automation baru untuk memastikan data calon pelanggan terdistribusi secara efisien tanpa ada yang terlewat.",Custom Software Development,Corporate
Our multinational healthcare group is looking to migrate sensitive medical records to a secure hybrid cloud environment while maintaining compliance with health data protection standards.,Cloud Infrastructure & Migration,Corporate
"Halo, our multinational healthcare group is looking to migrate sensitive medical records to a secure hybrid cloud environment while maintaining compliance with health data protection standards.",Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk our multinational healthcare group is looking to migrate sensitive medical records to a secure hybrid cloud environment while maintaining compliance with health data protection standards.,Cloud Infrastructure & Migration,Corporate
Apakah bisa our multinational healthcare group is looking to migrate sensitive medical records to a secure hybrid cloud environment while maintaining compliance with health data protection standards.,Cloud Infrastructure & Migration,Corporate
We need an intensive penetration testing and vulnerability assessment across our entire enterprise network to prepare for the upcoming ISO 27001 certification and ensure data integrity.,Cybersecurity Audit,Corporate
"Halo, we need an intensive penetration testing and vulnerability assessment across our entire enterprise network to prepare for the upcoming ISO 27001 certification and ensure data integrity.",Cybersecurity Audit,Corporate
Apakah bisa we need an intensive penetration testing and vulnerability assessment across our entire enterprise network to prepare for the upcoming ISO 27001 certification and ensure data integrity.,Cybersecurity Audit,Corporate
